\\Hourly Demand Report,,,
\\Created at 2020-09-18 07:30:06,,,
\\For 2020,,,
Date,Hour,Market Demand,Ontario Demand
2020-05-06,2,14651,11354
2020-05-06,3,14604,11281
2020-05-06,4,14638,11354
2020-05-06,5,14957,11657
2020-05-06,6,14786,12229
2020-05-06,7,15552,12855
2020-05-06,8,16008,13347
2020-05-06,9,15817,13073
2020-05-06,10,15419,12676
2020-05-06,11,15165,12577
2020-05-06,12,15613,12525
2020-05-06,13,15678,12364
2020-05-06,14,15739,12153
2020-05-06,15,15611,12035
2020-05-06,16,15766,12367
2020-05-06,17,16371,13043
2020-05-06,18,16316,13321
2020-05-06,19,15860,13639
2020-05-06,20,16058,14011
2020-05-06,21,16210,13945
2020-05-06,22,15786,13272
2020-05-06,23,15435,12503
2020-05-06,24,14831,11951
2020-05-07,1,14432,11576
2020-05-07,2,14190,11348
2020-05-07,3,14261,11214
2020-05-07,4,14491,11247
2020-05-07,5,14627,11515
2020-05-07,6,14867,12086
2020-05-07,7,15982,12804
2020-05-07,8,16346,13009
2020-05-07,9,16491,12877
2020-05-07,10,15807,12517
2020-05-07,11,16363,12694
2020-05-07,12,16644,12825
2020-05-07,13,17002,12963
2020-05-07,14,16762,12922
2020-05-07,15,16904,12873
2020-05-07,16,17040,13034
2020-05-07,17,17291,13590
2020-05-07,18,17309,13712
2020-05-07,19,16811,13958
2020-05-07,20,17057,14304
2020-05-07,21,16583,14117
2020-05-07,22,16131,13328
2020-05-07,23,15674,12680
2020-05-07,24,14961,12037
2020-05-08,1,14962,11773
2020-05-08,2,14838,11437
2020-05-08,3,14503,11468
2020-05-08,4,14475,11623
2020-05-08,5,14733,11999
2020-05-08,6,15043,12314
2020-05-08,7,15338,12933
2020-05-08,8,16016,13441
2020-05-08,9,16136,13414
2020-05-08,10,16612,13460
2020-05-08,11,16280,13513
2020-05-08,12,16601,13650
2020-05-08,13,16833,13628
2020-05-08,14,16025,13098
2020-05-08,15,16006,12982
2020-05-08,16,16381,13261
2020-05-08,17,16877,13729
2020-05-08,18,16857,13930
2020-05-08,19,17212,14169
2020-05-08,20,17483,14587
2020-05-08,21,17619,14589
2020-05-08,22,17247,14186
2020-05-08,23,16236,13369
2020-05-08,24,15929,12697
2020-05-09,1,15371,12154
2020-05-09,2,14999,11847
2020-05-09,3,14913,11793
2020-05-09,4,15435,11868
2020-05-09,5,15322,11989
2020-05-09,6,15082,12166
2020-05-09,7,15342,12422
2020-05-09,8,15577,12512
2020-05-09,9,16156,12590
2020-05-09,10,16000,12800
2020-05-09,11,16098,13083
2020-05-09,12,16320,13169
2020-05-09,13,15983,12946
2020-05-09,14,15966,12801
2020-05-09,15,15900,12724
2020-05-09,16,16252,13130
2020-05-09,17,16770,13763
2020-05-09,18,16804,13958
2020-05-09,19,16673,14044
2020-05-09,20,16570,14206
2020-05-09,21,16505,13997
2020-05-09,22,15898,13458
2020-05-09,23,15436,12854
2020-05-09,24,14874,12044
2020-05-10,1,14383,11572
2020-05-10,2,13852,11253
2020-05-10,3,13851,11140
2020-05-10,4,13925,11214
2020-05-10,5,14199,11225
2020-05-10,6,14138,11338
2020-05-10,7,14334,11589
2020-05-10,8,15106,12002
2020-05-10,9,15299,12242
2020-05-10,10,14978,12422
2020-05-10,11,15091,12534
2020-05-10,12,15326,12547
2020-05-10,13,15356,12438
2020-05-10,14,15401,12455
2020-05-10,15,15451,12536
2020-05-10,16,15420,12838
2020-05-10,17,16305,13544
2020-05-10,18,16434,13812
2020-05-10,19,16382,13978
2020-05-10,20,16716,14245
2020-05-10,21,16010,13685
2020-05-10,22,15448,13012
2020-05-10,23,14837,12319
2020-05-10,24,14336,11653
2020-05-11,1,14222,11364
2020-05-11,2,14184,11189
2020-05-11,3,14501,11286
2020-05-11,4,14809,11527
2020-05-11,5,14695,11931
2020-05-11,6,15260,12617
2020-05-11,7,16192,13505
2020-05-11,8,16790,14201
2020-05-11,9,16875,14348
2020-05-11,10,16866,14336
2020-05-11,11,16673,14240
2020-05-11,12,16789,14360
2020-05-11,13,16812,14208
2020-05-11,14,16730,13919
2020-05-11,15,16638,13629
2020-05-11,16,16779,13879
2020-05-11,17,17098,14407
2020-05-11,18,16989,14447
2020-05-11,19,17056,14496
2020-05-11,20,16941,14567
2020-05-11,21,16883,14577
2020-05-11,22,16321,13857
2020-05-11,23,15811,13048
2020-05-11,24,15219,12370
2020-05-12,1,15121,12162
2020-05-12,2,14801,12027
2020-05-12,3,14478,11910
2020-05-12,4,14404,12020
2020-05-12,5,14873,12408
2020-05-12,6,15439,12941
2020-05-12,7,15900,13574
2020-05-12,8,16167,13718
2020-05-12,9,15896,13418
2020-05-12,10,15361,13099
2020-05-12,11,15731,13151
2020-05-12,12,16319,13448
2020-05-12,13,16589,13482
2020-05-12,14,16155,13420
2020-05-12,15,15926,13249
2020-05-12,16,16258,13354
2020-05-12,17,16496,13757
2020-05-12,18,16824,13936
2020-05-12,19,16614,14110
2020-05-12,20,17140,14474
2020-05-12,21,16632,14504
2020-05-12,22,16153,13954
2020-05-12,23,15358,13095
2020-05-12,24,14989,12564
2020-05-13,1,14581,12310
2020-05-13,2,13888,12037
2020-05-13,3,14000,11970
2020-05-13,4,14420,12140
2020-05-13,5,15008,12489
2020-05-13,6,15432,12948
2020-05-13,7,15546,13490
2020-05-13,8,15521,13457
2020-05-13,9,15229,12968
2020-05-13,10,14794,12651
2020-05-13,11,14941,12683
2020-05-13,12,14830,12747
2020-05-13,13,14727,12505
2020-05-13,14,14518,12278
2020-05-13,15,14518,12161
2020-05-13,16,14836,12399
2020-05-13,17,15303,13159
2020-05-13,18,15771,13542
2020-05-13,19,15758,13819
2020-05-13,20,16032,14057
2020-05-13,21,16183,14080
2020-05-13,22,15581,13366
2020-05-13,23,15364,12563
2020-05-13,24,14954,11852
2020-05-14,1,14382,11601
2020-05-14,2,14444,11145
2020-05-14,3,14397,11095
2020-05-14,4,14585,11236
2020-05-14,5,14993,11603
2020-05-14,6,14958,12196
2020-05-14,7,15982,12945
2020-05-14,8,16828,13486
2020-05-14,9,17129,13546
2020-05-14,10,16475,13314
2020-05-14,11,16180,13452
2020-05-14,12,16753,13651
2020-05-14,13,16853,13729
2020-05-14,14,17199,13917
2020-05-14,15,17188,14093
2020-05-14,16,17518,14704
2020-05-14,17,17451,15156
2020-05-14,18,17185,14895
2020-05-14,19,16799,14740
2020-05-14,20,16269,14530
2020-05-14,21,15935,14102
2020-05-14,22,15639,13139
2020-05-14,23,15166,12207
2020-05-14,24,14724,11468
2020-05-15,1,14468,11178
2020-05-15,2,14250,10937
2020-05-15,3,14189,10870
2020-05-15,4,14281,10965
2020-05-15,5,14618,11373
2020-05-15,6,14809,11969
2020-05-15,7,15189,12773
2020-05-15,8,15725,13425
2020-05-15,9,16243,13710
2020-05-15,10,15987,13733
2020-05-15,11,15844,13888
2020-05-15,12,16439,14296
2020-05-15,13,16921,14474
2020-05-15,14,17057,14416
2020-05-15,15,16431,14173
2020-05-15,16,16339,14070
2020-05-15,17,16098,14118
2020-05-15,18,15917,13779
2020-05-15,19,15880,13598
2020-05-15,20,16246,13844
2020-05-15,21,16524,13935
2020-05-15,22,16122,13187
2020-05-15,23,15276,12275
2020-05-15,24,14750,11618
2020-05-16,1,14311,11246
2020-05-16,2,14165,10962
2020-05-16,3,14118,10812
2020-05-16,4,14063,10760
2020-05-16,5,14034,10665
2020-05-16,6,14115,10838
2020-05-16,7,14579,11211
2020-05-16,8,14997,11352
2020-05-16,9,14758,11427
2020-05-16,10,14973,11620
2020-05-16,11,14601,11642
2020-05-16,12,14877,11717
2020-05-16,13,14824,11529
2020-05-16,14,14671,11217
2020-05-16,15,14585,11134
2020-05-16,16,14787,11520
2020-05-16,17,15533,12147
2020-05-16,18,15557,12567
2020-05-16,19,15575,12687
2020-05-16,20,15661,12834
2020-05-16,21,15913,12823
2020-05-16,22,15413,12273
2020-05-16,23,14929,11612
2020-05-16,24,14430,11058
2020-05-17,1,13923,10625
2020-05-17,2,13724,10275
2020-05-17,3,13636,10162
2020-05-17,4,13506,10045
2020-05-17,5,13466,9979
2020-05-17,6,13447,9992
2020-05-17,7,13395,10191
2020-05-17,8,13984,10364
2020-05-17,9,14176,10493
2020-05-17,10,14213,10585
2020-05-17,11,14529,10857
2020-05-17,12,14880,11221
2020-05-17,13,15026,11351
2020-05-17,14,15113,11471
2020-05-17,15,15379,11696
2020-05-17,16,15973,12280
2020-05-17,17,16595,13019
2020-05-17,18,16372,13065
2020-05-17,19,15900,12804
2020-05-17,20,15985,12846
2020-05-17,21,16181,12576
2020-05-17,22,15813,11954
2020-05-17,23,15229,11306
2020-05-17,24,14543,10609
2020-05-18,1,14076,10263
2020-05-18,2,14057,10016
2020-05-18,3,13906,9906
2020-05-18,4,13831,9831
2020-05-18,5,13767,9833
2020-05-18,6,13942,10047
2020-05-18,7,14371,10361
2020-05-18,8,15002,10741
2020-05-18,9,15285,11058
2020-05-18,10,15844,11534
2020-05-18,11,16229,11982
2020-05-18,12,16503,12199
2020-05-18,13,16159,12013
2020-05-18,14,16117,11868
2020-05-18,15,16117,12010
2020-05-18,16,16772,12460
2020-05-18,17,17387,13075
2020-05-18,18,17467,13158
2020-05-18,19,17320,13029
2020-05-18,20,17348,13036
2020-05-18,21,17053,12731
2020-05-18,22,16305,12013
2020-05-18,23,15175,11279
2020-05-18,24,14653,10705
2020-05-19,1,14305,10336
2020-05-19,2,14169,10175
2020-05-19,3,14240,10249
2020-05-19,4,14293,10327
2020-05-19,5,13967,10590
2020-05-19,6,14590,11218
2020-05-19,7,15542,12138
2020-05-19,8,16564,12916
2020-05-19,9,16765,13093
2020-05-19,10,16652,12973
2020-05-19,11,16645,13021
2020-05-19,12,16665,13040
2020-05-19,13,16497,12949
2020-05-19,14,16293,12739
2020-05-19,15,16282,12632
2020-05-19,16,16492,12810
2020-05-19,17,16953,13272
2020-05-19,18,16969,13529
2020-05-19,19,16821,13625
2020-05-19,20,16602,13706
2020-05-19,21,16349,13631
2020-05-19,22,16220,12883
2020-05-19,23,15469,12088
2020-05-19,24,14769,11401
2020-05-20,1,14467,11085
2020-05-20,2,14192,10804
2020-05-20,3,14052,10660
2020-05-20,4,14079,10692
2020-05-20,5,14356,10968
2020-05-20,6,14843,11453
2020-05-20,7,15481,12084
2020-05-20,8,16195,12508
2020-05-20,9,15884,12210
2020-05-20,10,15608,12018
2020-05-20,11,15381,11999
2020-05-20,12,15852,12156
2020-05-20,13,15812,12124
2020-05-20,14,15744,12047
2020-05-20,15,15714,12020
2020-05-20,16,15992,12354
2020-05-20,17,16879,13292
2020-05-20,18,16474,13570
2020-05-20,19,16772,13878
2020-05-20,20,16982,14083
2020-05-20,21,16868,13940
2020-05-20,22,16390,13138
2020-05-20,23,15539,12164
2020-05-20,24,14773,11374
2020-05-21,1,14342,10960
2020-05-21,2,14096,10735
2020-05-21,3,14009,10630
2020-05-21,4,14091,10691
2020-05-21,5,14348,10981
2020-05-21,6,14513,11529
2020-05-21,7,15463,12322
2020-05-21,8,15762,12639
2020-05-21,9,15844,12693
2020-05-21,10,15773,12600
2020-05-21,11,15555,12746
2020-05-21,12,15425,12813
2020-05-21,13,15364,12823
2020-05-21,14,14992,12530
2020-05-21,15,15322,12593
2020-05-21,16,16238,13141
2020-05-21,17,16850,13806
2020-05-21,18,16650,14040
2020-05-21,19,16561,14256
2020-05-21,20,16783,14323
2020-05-21,21,16645,14231
2020-05-21,22,15837,13373
2020-05-21,23,15006,12450
2020-05-21,24,14384,11707
2020-05-22,1,13999,11228
2020-05-22,2,13557,10855
2020-05-22,3,13554,10753
2020-05-22,4,13500,10750
2020-05-22,5,13883,11036
2020-05-22,6,14356,11629
2020-05-22,7,14984,12466
2020-05-22,8,15206,12804
2020-05-22,9,15550,12922
2020-05-22,10,15500,13086
2020-05-22,11,15678,13283
2020-05-22,12,15999,13520
2020-05-22,13,16249,13577
2020-05-22,14,15828,13482
2020-05-22,15,15772,13448
2020-05-22,16,15959,13787
2020-05-22,17,16589,14338
2020-05-22,18,16850,14572
2020-05-22,19,16853,14649
2020-05-22,20,16924,14635
2020-05-22,21,16679,14484
2020-05-22,22,16129,13790
2020-05-22,23,15300,12836
2020-05-22,24,14618,12044
2020-05-23,1,14158,11478
2020-05-23,2,13941,11108
2020-05-23,3,13681,10893
2020-05-23,4,13359,10783
2020-05-23,5,13344,10778
2020-05-23,6,13336,10844
2020-05-23,7,13871,11255
2020-05-23,8,14192,11538
2020-05-23,9,14705,11895
2020-05-23,10,14765,12245
2020-05-23,11,15089,12407
2020-05-23,12,15217,12680
2020-05-23,13,15173,12680
2020-05-23,14,15178,12692
2020-05-23,15,15529,12937
2020-05-23,16,16093,13429
2020-05-23,17,16427,14139
2020-05-23,18,16498,14426
2020-05-23,19,16484,14457
2020-05-23,20,16209,14368
2020-05-23,21,16251,14362
2020-05-23,22,15431,13549
2020-05-23,23,14858,12615
2020-05-23,24,14696,11808
2020-05-24,1,14658,11198
2020-05-24,2,14274,10681
2020-05-24,3,14215,10462
2020-05-24,4,14116,10351
2020-05-24,5,14270,10262
2020-05-24,6,14278,10314
2020-05-24,7,14532,10622
2020-05-24,8,15030,11092
2020-05-24,9,15464,11636
2020-05-24,10,15673,12276
2020-05-24,11,15534,12660
2020-05-24,12,15501,13150
2020-05-24,13,15684,13413
2020-05-24,14,15988,13607
2020-05-24,15,15976,13800
2020-05-24,16,16301,14260
2020-05-24,17,17042,15209
2020-05-24,18,17345,15586
2020-05-24,19,17292,15459
2020-05-24,20,16683,15203
2020-05-24,21,16507,15011
2020-05-24,22,16356,14309
2020-05-24,23,15871,13246
2020-05-24,24,15492,12503
2020-05-25,1,14798,11920
2020-05-25,2,14414,11498
2020-05-25,3,14054,11435
2020-05-25,4,14104,11245
2020-05-25,5,14223,11676
2020-05-25,6,14410,12295
2020-05-25,7,15096,13547
2020-05-25,8,16042,14565
2020-05-25,9,16814,15273
2020-05-25,10,17598,16111
2020-05-25,11,17999,16581
2020-05-25,12,18363,17091
2020-05-25,13,19317,17534
2020-05-25,14,19601,17807
2020-05-25,15,19828,18084
2020-05-25,16,20500,18727
2020-05-25,17,21135,19426
2020-05-25,18,20485,19413
2020-05-25,19,20160,19350
2020-05-25,20,20399,19047
2020-05-25,21,19671,18378
2020-05-25,22,18791,17185
2020-05-25,23,17424,15694
2020-05-25,24,16551,14513
2020-05-26,1,15789,13728
2020-05-26,2,15496,13050
2020-05-26,3,15171,12653
2020-05-26,4,14982,12405
2020-05-26,5,15151,12567
2020-05-26,6,15380,13052
2020-05-26,7,16081,14314
2020-05-26,8,17061,15461
2020-05-26,9,18138,16398
2020-05-26,10,19000,17201
2020-05-26,11,19859,18089
2020-05-26,12,19966,18665
2020-05-26,13,20378,19241
2020-05-26,14,20898,19472
2020-05-26,15,21093,19736
2020-05-26,16,21418,20151
2020-05-26,17,21782,20649
2020-05-26,18,21727,20633
2020-05-26,19,21690,20437
2020-05-26,20,21028,19916
2020-05-26,21,20928,19423
2020-05-26,22,20172,18266
2020-05-26,23,18700,16641
2020-05-26,24,17837,15327
2020-05-27,1,16635,14319
2020-05-27,2,16176,13516
2020-05-27,3,15680,12794
2020-05-27,4,15682,12518
2020-05-27,5,15679,12623
2020-05-27,6,16031,13159
2020-05-27,7,17518,14856
2020-05-27,8,18604,16248
2020-05-27,9,19278,17125
2020-05-27,10,19663,17783
2020-05-27,11,20186,18294
2020-05-27,12,20665,18683
2020-05-27,13,20584,18851
2020-05-27,14,20811,19089
2020-05-27,15,20987,19137
2020-05-27,16,21029,19444
2020-05-27,17,21155,19809
2020-05-27,18,21418,19887
2020-05-27,19,21184,19765
2020-05-27,20,20623,19028
2020-05-27,21,20363,18456
2020-05-27,22,19445,17251
2020-05-27,23,18174,15726
2020-05-27,24,16690,14456
2020-05-28,1,16063,13659
2020-05-28,2,15430,12894
2020-05-28,3,15298,12589
2020-05-28,4,15467,12486
2020-05-28,5,15433,12593
2020-05-28,6,15785,13187
2020-05-28,7,16700,14359
2020-05-28,8,17540,15263
2020-05-28,9,18119,15871
2020-05-28,10,18756,16326
2020-05-28,11,19190,16752
2020-05-28,12,19616,17211
2020-05-28,13,19784,17420
2020-05-28,14,19328,17228
2020-05-28,15,19197,17094
2020-05-28,16,19308,17127
2020-05-28,17,19259,17396
2020-05-28,18,18911,17190
2020-05-28,19,18582,16774
2020-05-28,20,18207,16306
2020-05-28,21,17928,15928
2020-05-28,22,17150,14998
2020-05-28,23,16214,14011
2020-05-28,24,15762,12939
2020-05-29,1,15629,12301
2020-05-29,2,15336,11917
2020-05-29,3,15294,11716
2020-05-29,4,15213,11733
2020-05-29,5,15272,12019
2020-05-29,6,15414,12635
2020-05-29,7,16318,13680
2020-05-29,8,17084,14741
2020-05-29,9,17693,15286
2020-05-29,10,18001,15801
2020-05-29,11,18497,16095
2020-05-29,12,18322,16068
2020-05-29,13,18319,16100
2020-05-29,14,19027,16558
2020-05-29,15,18638,16273
2020-05-29,16,18875,16268
2020-05-29,17,18657,16176
2020-05-29,18,18207,15785
2020-05-29,19,17589,15348
2020-05-29,20,17306,15064
2020-05-29,21,17060,14822
2020-05-29,22,15856,13939
2020-05-29,23,15224,12949
2020-05-29,24,14453,12023
2020-05-30,1,14034,11383
2020-05-30,2,13701,10977
2020-05-30,3,13491,10794
2020-05-30,4,13303,10647
2020-05-30,5,13255,10621
2020-05-30,6,13362,10716
2020-05-30,7,13645,11144
2020-05-30,8,14192,11536
2020-05-30,9,14594,11810
2020-05-30,10,15023,12094
2020-05-30,11,15162,12337
2020-05-30,12,15409,12399
2020-05-30,13,15837,12392
2020-05-30,14,15837,12299
2020-05-30,15,15974,12341
2020-05-30,16,16187,12572
2020-05-30,17,15936,13019
2020-05-30,18,16118,13318
2020-05-30,19,15890,13258
2020-05-30,20,15786,13202
2020-05-30,21,15591,13180
2020-05-30,22,15023,12613
2020-05-30,23,14586,11867
2020-05-30,24,14141,11270
2020-05-31,1,13678,10846
2020-05-31,2,13454,10558
2020-05-31,3,13283,10387
2020-05-31,4,13244,10354
2020-05-31,5,13105,10305
2020-05-31,6,13136,10307
2020-05-31,7,13499,10589
2020-05-31,8,14134,10816
2020-05-31,9,13880,11042
2020-05-31,10,14600,11134
2020-05-31,11,14859,11601
2020-05-31,12,15147,11820
2020-05-31,13,14808,11695
2020-05-31,14,14395,11526
2020-05-31,15,14402,11738
2020-05-31,16,14877,12182
2020-05-31,17,15403,12835
2020-05-31,18,15263,13103
2020-05-31,19,15439,13226
2020-05-31,20,15480,13270
2020-05-31,21,15711,13383
2020-05-31,22,15411,12809
2020-05-31,23,14766,12007
2020-05-31,24,13871,11351
2020-06-01,1,13326,10920
2020-06-01,2,13204,10620
2020-06-01,3,13195,10543
2020-06-01,4,12798,10607
2020-06-01,5,13114,11027
2020-06-01,6,13713,11702
2020-06-01,7,14444,12555
2020-06-01,8,14922,12889
2020-06-01,9,15128,12935
2020-06-01,10,15628,13094
2020-06-01,11,15820,13353
2020-06-01,12,16093,13649
2020-06-01,13,15919,13439
2020-06-01,14,15852,13220
2020-06-01,15,16135,13214
2020-06-01,16,16532,13661
2020-06-01,17,16934,14431
2020-06-01,18,17237,14774
2020-06-01,19,17107,14937
2020-06-01,20,16887,14766
2020-06-01,21,17257,14527
2020-06-01,22,16189,13758
2020-06-01,23,15173,12617
2020-06-01,24,14636,11852
2020-06-02,1,14429,11579
2020-06-02,2,14325,11359
2020-06-02,3,13900,11027
2020-06-02,4,13922,10938
2020-06-02,5,14130,11235
2020-06-02,6,15280,11968
2020-06-02,7,16161,12924
2020-06-02,8,16375,13525
2020-06-02,9,16471,13870
2020-06-02,10,16415,14181
2020-06-02,11,16436,14182
2020-06-02,12,16565,14344
2020-06-02,13,17026,14598
2020-06-02,14,17213,14801
2020-06-02,15,17364,15084
2020-06-02,16,17839,15566
2020-06-02,17,18463,16198
2020-06-02,18,18349,16430
2020-06-02,19,18295,16486
2020-06-02,20,18148,16317
2020-06-02,21,17915,16072
2020-06-02,22,17097,15078
2020-06-02,23,16273,13939
2020-06-02,24,15482,13058
2020-06-03,1,14930,12348
2020-06-03,2,14298,11903
2020-06-03,3,14113,11610
2020-06-03,4,13643,11426
2020-06-03,5,13790,11637
2020-06-03,6,14470,12327
2020-06-03,7,15325,13382
2020-06-03,8,15697,13914
2020-06-03,9,16434,14496
2020-06-03,10,16694,14710
2020-06-03,11,16943,15109
2020-06-03,12,17525,15618
2020-06-03,13,18066,15835
2020-06-03,14,17986,15897
2020-06-03,15,17940,15940
2020-06-03,16,18430,16256
2020-06-03,17,18827,16743
2020-06-03,18,19342,17103
2020-06-03,19,19212,17090
2020-06-03,20,18997,16667
2020-06-03,21,18587,16273
2020-06-03,22,17332,15321
2020-06-03,23,16329,14116
2020-06-03,24,15539,13125
2020-06-04,1,15034,12486
2020-06-04,2,14521,11931
2020-06-04,3,14407,11608
2020-06-04,4,14496,11487
2020-06-04,5,14334,11697
2020-06-04,6,14793,12191
2020-06-04,7,15578,13216
2020-06-04,8,16528,14220
2020-06-04,9,17262,15277
2020-06-04,10,17597,15417
2020-06-04,11,18153,15964
2020-06-04,12,18344,16349
2020-06-04,13,18734,16833
2020-06-04,14,19088,17184
2020-06-04,15,19522,17354
2020-06-04,16,19933,17805
2020-06-04,17,20471,18328
2020-06-04,18,20271,18250
2020-06-04,19,20120,18058
2020-06-04,20,19483,17733
2020-06-04,21,19321,17352
2020-06-04,22,18263,16344
2020-06-04,23,17036,14925
2020-06-04,24,16046,13743
2020-06-05,1,15411,12978
2020-06-05,2,15011,12431
2020-06-05,3,14886,12022
2020-06-05,4,14720,11939
2020-06-05,5,15017,12206
2020-06-05,6,15678,12934
2020-06-05,7,16414,13871
2020-06-05,8,17173,14932
2020-06-05,9,17814,15843
2020-06-05,10,18267,16333
2020-06-05,11,18923,16973
2020-06-05,12,19521,17624
2020-06-05,13,19843,17826
2020-06-05,14,20091,18013
2020-06-05,15,20051,18028
2020-06-05,16,20373,18519
2020-06-05,17,21059,19028
2020-06-05,18,20602,18447
2020-06-05,19,20066,17967
2020-06-05,20,19299,17469
2020-06-05,21,19026,17073
2020-06-05,22,18008,16210
2020-06-05,23,16625,14687
2020-06-05,24,15955,13427
2020-06-06,1,15239,12679
2020-06-06,2,15052,12170
2020-06-06,3,14836,11794
2020-06-06,4,14474,11674
2020-06-06,5,14234,11444
2020-06-06,6,14342,11471
2020-06-06,7,15245,12410
2020-06-06,8,15717,13031
2020-06-06,9,15799,13468
2020-06-06,10,16164,14137
2020-06-06,11,16533,14565
2020-06-06,12,16485,14836
2020-06-06,13,16996,14836
2020-06-06,14,16445,14633
2020-06-06,15,17081,14715
2020-06-06,16,16978,14724
2020-06-06,17,17910,15374
2020-06-06,18,18104,15531
2020-06-06,19,17957,15245
2020-06-06,20,17497,14597
2020-06-06,21,16616,14223
2020-06-06,22,16274,13633
2020-06-06,23,15514,12705
2020-06-06,24,14827,11997
2020-06-07,1,14147,11319
2020-06-07,2,13759,10950
2020-06-07,3,13518,10700
2020-06-07,4,13359,10543
2020-06-07,5,13224,10400
2020-06-07,6,13490,10545
2020-06-07,7,14031,11180
2020-06-07,8,14677,11304
2020-06-07,9,14723,11728
2020-06-07,10,14681,11868
2020-06-07,11,15178,12315
2020-06-07,12,15441,12615
2020-06-07,13,15154,12503
2020-06-07,14,15275,12616
2020-06-07,15,15666,12838
2020-06-07,16,16104,13411
2020-06-07,17,17246,14654
2020-06-07,18,17698,15063
2020-06-07,19,16903,14907
2020-06-07,20,16362,14526
2020-06-07,21,16352,14354
2020-06-07,22,16174,13830
2020-06-07,23,15699,12897
2020-06-07,24,14753,12078
2020-06-08,1,14307,11588
2020-06-08,2,13886,11193
2020-06-08,3,13766,11022
2020-06-08,4,13870,11074
2020-06-08,5,14002,11255
2020-06-08,6,14355,11949
2020-06-08,7,15215,12965
2020-06-08,8,15631,13475
2020-06-08,9,15940,13754
2020-06-08,10,16380,14077
2020-06-08,11,16562,14279
2020-06-08,12,16626,14456
2020-06-08,13,16718,14602
2020-06-08,14,16966,14653
2020-06-08,15,17415,14806
2020-06-08,16,18262,15556
2020-06-08,17,19006,16592
2020-06-08,18,19000,16956
2020-06-08,19,18999,16907
2020-06-08,20,18290,16458
2020-06-08,21,17965,15925
2020-06-08,22,17085,14999
2020-06-08,23,16183,13762
2020-06-08,24,15660,12731
2020-06-09,1,15100,12191
2020-06-09,2,14449,11651
2020-06-09,3,14324,11409
2020-06-09,4,14206,11367
2020-06-09,5,14409,11598
2020-06-09,6,15002,12220
2020-06-09,7,15814,13317
2020-06-09,8,17362,14656
2020-06-09,9,17776,15362
2020-06-09,10,17906,16107
2020-06-09,11,18512,16757
2020-06-09,12,19127,17438
2020-06-09,13,19660,18024
2020-06-09,14,20077,18337
2020-06-09,15,20533,18803
2020-06-09,16,21022,19112
2020-06-09,17,21573,19683
2020-06-09,18,21705,19838
2020-06-09,19,21433,19662
2020-06-09,20,20700,18798
2020-06-09,21,20407,18301
2020-06-09,22,19510,17173
2020-06-09,23,18220,15838
2020-06-09,24,17286,14592
2020-06-10,1,16802,13807
2020-06-10,2,16075,13158
2020-06-10,3,15621,12706
2020-06-10,4,15364,12476
2020-06-10,5,15595,12592
2020-06-10,6,16110,13094
2020-06-10,7,17049,14054
2020-06-10,8,17876,14987
2020-06-10,9,18950,16187
2020-06-10,10,19687,17099
2020-06-10,11,19738,17788
2020-06-10,12,20436,18409
2020-06-10,13,21141,19061
2020-06-10,14,21216,19137
2020-06-10,15,21525,19419
2020-06-10,16,21846,19686
2020-06-10,17,22432,20325
2020-06-10,18,22696,20511
2020-06-10,19,22353,20374
2020-06-10,20,21382,19477
2020-06-10,21,20897,18760
2020-06-10,22,18952,16981
2020-06-10,23,17929,15475
2020-06-10,24,17282,14341
2020-06-11,1,16329,13486
2020-06-11,2,15818,12947
2020-06-11,3,15539,12624
2020-06-11,4,15300,12390
2020-06-11,5,15298,12398
2020-06-11,6,15799,13010
2020-06-11,7,16173,13896
2020-06-11,8,16864,14343
2020-06-11,9,17110,14679
2020-06-11,10,17904,14974
2020-06-11,11,18076,15209
2020-06-11,12,18027,15257
2020-06-11,13,18270,15338
2020-06-11,14,18657,15408
2020-06-11,15,17957,15312
2020-06-11,16,18885,15660
2020-06-11,17,19611,16434
2020-06-11,18,19597,16711
2020-06-11,19,19223,16594
2020-06-11,20,18641,16180
2020-06-11,21,18113,15703
2020-06-11,22,17602,14829
2020-06-11,23,16275,13666
2020-06-11,24,15509,12789
2020-06-12,1,15037,12330
2020-06-12,2,14589,11995
2020-06-12,3,14183,11592
2020-06-12,4,14139,11555
2020-06-12,5,14491,11860
2020-06-12,6,14805,12326
2020-06-12,7,16007,13277
2020-06-12,8,16090,13605
2020-06-12,9,16199,13663
2020-06-12,10,16128,13663
2020-06-12,11,16137,13708
2020-06-12,12,16185,13701
2020-06-12,13,16508,13692
2020-06-12,14,16767,13730
2020-06-12,15,16884,13636
2020-06-12,16,16849,13890
2020-06-12,17,17002,14417
2020-06-12,18,17034,14551
2020-06-12,19,16786,14537
2020-06-12,20,16718,14295
2020-06-12,21,16467,14141
2020-06-12,22,16348,13584
2020-06-12,23,15332,12651
2020-06-12,24,14697,11866
2020-06-13,1,14337,11412
2020-06-13,2,13848,11035
2020-06-13,3,13768,10829
2020-06-13,4,13705,10770
2020-06-13,5,13677,10755
2020-06-13,6,13868,10904
2020-06-13,7,14615,11248
2020-06-13,8,15451,11624
2020-06-13,9,15260,11720
2020-06-13,10,15036,11814
2020-06-13,11,15246,11967
2020-06-13,12,15299,11814
2020-06-13,13,15398,11718
2020-06-13,14,15339,11644
2020-06-13,15,15205,11680
2020-06-13,16,15429,12088
2020-06-13,17,16168,12820
