\\Hourly Demand Report,,,
\\Created at 2020-09-18 07:30:06,,,
\\For 2020,,,
Date,Hour,Market Demand,Ontario Demand
2020-06-13,18,16136,13283
2020-06-13,19,16346,13361
2020-06-13,20,16001,13138
2020-06-13,21,15979,13278
2020-06-13,22,15702,12880
2020-06-13,23,15220,12071
2020-06-13,24,15007,11359
2020-06-14,1,15035,11111
2020-06-14,2,14628,10645
2020-06-14,3,14308,10378
2020-06-14,4,14371,10372
2020-06-14,5,14247,10340
2020-06-14,6,13710,10343
2020-06-14,7,13692,10609
2020-06-14,8,14234,10821
2020-06-14,9,14548,10884
2020-06-14,10,14978,11025
2020-06-14,11,15595,11579
2020-06-14,12,15692,11724
2020-06-14,13,15607,11549
2020-06-14,14,15639,11524
2020-06-14,15,15772,11648
2020-06-14,16,16071,12156
2020-06-14,17,16388,12924
2020-06-14,18,16715,13369
2020-06-14,19,16351,13596
2020-06-14,20,16187,13579
2020-06-14,21,16380,13615
2020-06-14,22,16030,13125
2020-06-14,23,15679,12367
2020-06-14,24,15581,11686
2020-06-15,1,15373,11289
2020-06-15,2,15046,11050
2020-06-15,3,14798,10866
2020-06-15,4,14833,10893
2020-06-15,5,14723,11118
2020-06-15,6,15526,11835
2020-06-15,7,16567,12828
2020-06-15,8,16546,13335
2020-06-15,9,16716,13375
2020-06-15,10,16430,13438
2020-06-15,11,16452,13634
2020-06-15,12,16940,13835
2020-06-15,13,17023,13945
2020-06-15,14,17292,14007
2020-06-15,15,17138,14093
2020-06-15,16,17088,14586
2020-06-15,17,17895,15377
2020-06-15,18,18135,15788
2020-06-15,19,18328,16124
2020-06-15,20,17654,15632
2020-06-15,21,17542,15337
2020-06-15,22,17007,14583
2020-06-15,23,16349,13495
2020-06-15,24,15859,12591
2020-06-16,1,15418,12018
2020-06-16,2,15698,11733
2020-06-16,3,15545,11548
2020-06-16,4,15549,11545
2020-06-16,5,15382,11790
2020-06-16,6,15410,12356
2020-06-16,7,15803,13225
2020-06-16,8,16123,13636
2020-06-16,9,16225,13958
2020-06-16,10,16438,14160
2020-06-16,11,16926,14401
2020-06-16,12,17019,14683
2020-06-16,13,17182,14912
2020-06-16,14,17358,15072
2020-06-16,15,17388,15288
2020-06-16,16,17960,15909
2020-06-16,17,18735,16659
2020-06-16,18,18765,17031
2020-06-16,19,19124,17320
2020-06-16,20,18667,16817
2020-06-16,21,18519,16351
2020-06-16,22,17610,15404
2020-06-16,23,16517,14075
2020-06-16,24,15786,13045
2020-06-17,1,15180,12450
2020-06-17,2,15010,12009
2020-06-17,3,14819,11703
2020-06-17,4,14838,11654
2020-06-17,5,15107,11827
2020-06-17,6,15173,12406
2020-06-17,7,15763,13341
2020-06-17,8,16240,13893
2020-06-17,9,17062,14573
2020-06-17,10,17258,15058
2020-06-17,11,17455,15469
2020-06-17,12,17621,15834
2020-06-17,13,17938,16251
2020-06-17,14,18290,16513
2020-06-17,15,18569,16869
2020-06-17,16,19361,17647
2020-06-17,17,20798,18563
2020-06-17,18,21252,19003
2020-06-17,19,21317,19107
2020-06-17,20,20392,18544
2020-06-17,21,19171,17546
2020-06-17,22,18112,16476
2020-06-17,23,17431,15145
2020-06-17,24,16417,13979
2020-06-18,1,15641,13146
2020-06-18,2,15296,12724
2020-06-18,3,15042,12263
2020-06-18,4,14729,11977
2020-06-18,5,14581,12056
2020-06-18,6,14946,12576
2020-06-18,7,15882,13810
2020-06-18,8,17095,14878
2020-06-18,9,17716,15758
2020-06-18,10,17989,16195
2020-06-18,11,18487,16949
2020-06-18,12,19166,17517
2020-06-18,13,19660,17933
2020-06-18,14,19737,18123
2020-06-18,15,20089,18387
2020-06-18,16,20567,18899
2020-06-18,17,21367,19562
2020-06-18,18,21436,19794
2020-06-18,19,21304,19623
2020-06-18,20,20954,19127
2020-06-18,21,20588,18692
2020-06-18,22,19475,17565
2020-06-18,23,18093,16061
2020-06-18,24,16948,14734
2020-06-19,1,16214,13835
2020-06-19,2,15748,13355
2020-06-19,3,15216,12758
2020-06-19,4,15661,12723
2020-06-19,5,15293,12826
2020-06-19,6,15768,13486
2020-06-19,7,16512,14816
2020-06-19,8,17513,15936
2020-06-19,9,18528,16950
2020-06-19,10,19464,17870
2020-06-19,11,20527,18750
2020-06-19,12,21076,19329
2020-06-19,13,21282,19566
2020-06-19,14,21544,19664
2020-06-19,15,21407,19566
2020-06-19,16,21794,19873
2020-06-19,17,22021,19919
2020-06-19,18,21982,19885
2020-06-19,19,21589,19675
2020-06-19,20,20701,19116
2020-06-19,21,20422,18728
2020-06-19,22,19625,17882
2020-06-19,23,18447,16546
2020-06-19,24,16995,15109
2020-06-20,1,16191,14204
2020-06-20,2,15838,13524
2020-06-20,3,15557,13005
2020-06-20,4,15174,12610
2020-06-20,5,14913,12337
2020-06-20,6,14553,12371
2020-06-20,7,14898,13140
2020-06-20,8,15939,14359
2020-06-20,9,17492,15751
2020-06-20,10,18903,16980
2020-06-20,11,19872,17831
2020-06-20,12,20447,18370
2020-06-20,13,20441,18526
2020-06-20,14,20794,18859
2020-06-20,15,20735,18996
2020-06-20,16,21280,19478
2020-06-20,17,21756,19843
2020-06-20,18,22029,19957
2020-06-20,19,21649,19622
2020-06-20,20,21049,19122
2020-06-20,21,20499,18698
2020-06-20,22,19534,17919
2020-06-20,23,18367,16505
2020-06-20,24,17222,15029
2020-06-21,1,16411,14007
2020-06-21,2,16078,13361
2020-06-21,3,15581,12810
2020-06-21,4,15124,12394
2020-06-21,5,14885,12097
2020-06-21,6,15112,12142
2020-06-21,7,15678,13112
2020-06-21,8,16909,14603
2020-06-21,9,17871,15924
2020-06-21,10,18518,17083
2020-06-21,11,19599,17784
2020-06-21,12,20464,18450
2020-06-21,13,21131,18925
2020-06-21,14,20826,19094
2020-06-21,15,21119,19320
2020-06-21,16,21539,19596
2020-06-21,17,21711,19904
2020-06-21,18,21318,19660
2020-06-21,19,20539,19421
2020-06-21,20,20615,19091
2020-06-21,21,20703,19007
2020-06-21,22,20023,18265
2020-06-21,23,19050,16979
2020-06-21,24,17561,15774
2020-06-22,1,16554,14807
2020-06-22,2,15977,14147
2020-06-22,3,15989,13700
2020-06-22,4,15897,13566
2020-06-22,5,15762,13691
2020-06-22,6,16369,14471
2020-06-22,7,17465,15771
2020-06-22,8,18680,16980
2020-06-22,9,19512,17700
2020-06-22,10,20363,18489
2020-06-22,11,21523,19484
2020-06-22,12,22243,20144
2020-06-22,13,22478,20447
2020-06-22,14,21870,20504
2020-06-22,15,21731,20228
2020-06-22,16,22187,20632
2020-06-22,17,21613,20442
2020-06-22,18,21638,20220
2020-06-22,19,21438,19971
2020-06-22,20,21238,19732
2020-06-22,21,21302,19403
2020-06-22,22,20384,18369
2020-06-22,23,18578,16902
2020-06-22,24,17711,15586
2020-06-23,1,16837,14557
2020-06-23,2,16363,14032
2020-06-23,3,16114,13617
2020-06-23,4,16044,13401
2020-06-23,5,16103,13547
2020-06-23,6,17007,14341
2020-06-23,7,17757,15524
2020-06-23,8,19102,16863
2020-06-23,9,20353,18093
2020-06-23,10,20557,18439
2020-06-23,11,20836,18655
2020-06-23,12,21021,18995
2020-06-23,13,21012,18763
2020-06-23,14,21281,18649
2020-06-23,15,21123,18579
2020-06-23,16,21785,18566
2020-06-23,17,21579,18655
2020-06-23,18,21267,18494
2020-06-23,19,20924,18324
2020-06-23,20,20384,17788
2020-06-23,21,19780,17301
2020-06-23,22,18327,16007
2020-06-23,23,17024,14580
2020-06-23,24,16482,13479
2020-06-24,1,16076,12779
2020-06-24,2,16279,12322
2020-06-24,3,16073,12178
2020-06-24,4,15997,12071
2020-06-24,5,16206,12247
2020-06-24,6,16286,12811
2020-06-24,7,16612,13703
2020-06-24,8,17118,14233
2020-06-24,9,17444,14581
2020-06-24,10,17661,14888
2020-06-24,11,17730,15115
2020-06-24,12,17789,15273
2020-06-24,13,17760,15350
2020-06-24,14,18057,15366
2020-06-24,15,18359,15416
2020-06-24,16,17883,15526
2020-06-24,17,18047,15933
2020-06-24,18,18031,15929
2020-06-24,19,18097,15807
2020-06-24,20,17705,15607
2020-06-24,21,17419,15271
2020-06-24,22,16946,14595
2020-06-24,23,16191,13503
2020-06-24,24,15623,12797
2020-06-25,1,14913,12191
2020-06-25,2,14860,11663
2020-06-25,3,14801,11529
2020-06-25,4,14794,11498
2020-06-25,5,14478,11811
2020-06-25,6,14906,12455
2020-06-25,7,15479,13403
2020-06-25,8,16058,13961
2020-06-25,9,16809,14496
2020-06-25,10,17274,14835
2020-06-25,11,17326,15028
2020-06-25,12,17563,15283
2020-06-25,13,18110,15672
2020-06-25,14,18338,15839
2020-06-25,15,18337,16050
2020-06-25,16,18501,16407
2020-06-25,17,18838,16941
2020-06-25,18,18860,17159
2020-06-25,19,19536,17447
2020-06-25,20,19185,17089
2020-06-25,21,18740,16611
2020-06-25,22,17808,15800
2020-06-25,23,16668,14462
2020-06-25,24,15749,13340
2020-06-26,1,15342,12620
2020-06-26,2,14876,12129
2020-06-26,3,14668,11857
2020-06-26,4,14732,11826
2020-06-26,5,15200,11991
2020-06-26,6,15576,12631
2020-06-26,7,16258,13721
2020-06-26,8,16970,14609
2020-06-26,9,17709,15386
2020-06-26,10,18178,15845
2020-06-26,11,18702,16356
2020-06-26,12,18991,16881
2020-06-26,13,19327,17275
2020-06-26,14,19679,17593
2020-06-26,15,19986,17849
2020-06-26,16,20322,18113
2020-06-26,17,20919,18467
2020-06-26,18,21172,18850
2020-06-26,19,21234,18845
2020-06-26,20,20345,17994
2020-06-26,21,19442,17359
2020-06-26,22,18764,16442
2020-06-26,23,17611,15188
2020-06-26,24,16833,13911
2020-06-27,1,16155,13151
2020-06-27,2,15858,12605
2020-06-27,3,15773,12369
2020-06-27,4,15769,12407
2020-06-27,5,15718,12358
2020-06-27,6,15454,12474
2020-06-27,7,16052,12942
2020-06-27,8,16391,13560
2020-06-27,9,17114,14467
2020-06-27,10,18084,15613
2020-06-27,11,18659,16410
2020-06-27,12,18739,16758
2020-06-27,13,18662,16791
2020-06-27,14,18964,17003
2020-06-27,15,19573,17415
2020-06-27,16,20142,17991
2020-06-27,17,20454,18501
2020-06-27,18,20578,18548
2020-06-27,19,20277,18267
2020-06-27,20,19744,17713
2020-06-27,21,19251,17341
2020-06-27,22,18569,16583
2020-06-27,23,17251,15177
2020-06-27,24,16612,14125
2020-06-28,1,15988,13297
2020-06-28,2,15646,12716
2020-06-28,3,15282,12233
2020-06-28,4,14989,11910
2020-06-28,5,15102,11662
2020-06-28,6,15266,11676
2020-06-28,7,15738,12325
2020-06-28,8,16029,13231
2020-06-28,9,16662,14128
2020-06-28,10,17633,15132
2020-06-28,11,18154,15894
2020-06-28,12,18623,16466
2020-06-28,13,18928,16853
2020-06-28,14,19385,17116
2020-06-28,15,19709,17399
2020-06-28,16,20051,17978
2020-06-28,17,20810,18723
2020-06-28,18,21544,19312
2020-06-28,19,21311,19206
2020-06-28,20,20468,18545
2020-06-28,21,19786,17855
2020-06-28,22,18661,16954
2020-06-28,23,17462,15512
2020-06-28,24,16794,14240
2020-06-29,1,16182,13613
2020-06-29,2,15689,12740
2020-06-29,3,15317,12352
2020-06-29,4,15634,12325
2020-06-29,5,15927,12489
2020-06-29,6,16741,13306
2020-06-29,7,17358,14615
2020-06-29,8,18041,15894
2020-06-29,9,19307,17046
2020-06-29,10,20334,18019
2020-06-29,11,21204,18876
2020-06-29,12,21475,19477
2020-06-29,13,22210,19815
2020-06-29,14,22181,20195
2020-06-29,15,22468,20474
2020-06-29,16,22740,20811
2020-06-29,17,23243,21257
2020-06-29,18,23315,21292
2020-06-29,19,22840,21088
2020-06-29,20,22311,20391
2020-06-29,21,21231,19546
2020-06-29,22,20458,18504
2020-06-29,23,19063,16978
2020-06-29,24,17865,15500
2020-06-30,1,17112,14494
2020-06-30,2,16479,13698
2020-06-30,3,16375,13199
2020-06-30,4,16179,12970
2020-06-30,5,16139,13323
2020-06-30,6,16263,13762
2020-06-30,7,16914,15048
2020-06-30,8,18377,16426
2020-06-30,9,19376,17386
2020-06-30,10,20512,18166
2020-06-30,11,21081,18715
2020-06-30,12,21302,18993
2020-06-30,13,21570,19288
2020-06-30,14,21835,19412
2020-06-30,15,21941,19710
2020-06-30,16,22225,20244
2020-06-30,17,22684,20723
2020-06-30,18,22523,20597
2020-06-30,19,22507,20200
2020-06-30,20,21581,19398
2020-06-30,21,21139,18810
2020-06-30,22,19813,17792
2020-06-30,23,18624,16365
2020-06-30,24,17624,15198
2020-07-01,1,16778,14250
2020-07-01,2,16262,13463
2020-07-01,3,15804,12932
2020-07-01,4,15923,12665
2020-07-01,5,16093,12566
2020-07-01,6,16028,12740
2020-07-01,7,16470,13742
2020-07-01,8,18107,15220
2020-07-01,9,18823,16202
2020-07-01,10,19310,17082
2020-07-01,11,20104,17882
2020-07-01,12,20490,18340
2020-07-01,13,20933,18740
2020-07-01,14,21464,18857
2020-07-01,15,21395,19008
2020-07-01,16,21928,19572
2020-07-01,17,22414,20102
2020-07-01,18,22641,20280
2020-07-01,19,22362,20138
2020-07-01,20,21906,19455
2020-07-01,21,21389,19047
2020-07-01,22,20608,18234
2020-07-01,23,19152,16883
2020-07-01,24,17822,15520
2020-07-02,1,17081,14425
2020-07-02,2,16503,13659
2020-07-02,3,16284,13264
2020-07-02,4,16561,13118
2020-07-02,5,16911,13237
2020-07-02,6,16771,13799
2020-07-02,7,17521,15125
2020-07-02,8,18921,16883
2020-07-02,9,20417,18256
2020-07-02,10,21649,19251
2020-07-02,11,22310,20075
2020-07-02,12,23222,20942
2020-07-02,13,23740,21480
2020-07-02,14,23896,21502
2020-07-02,15,24285,21861
2020-07-02,16,24480,22150
2020-07-02,17,24710,22457
2020-07-02,18,24316,22315
2020-07-02,19,24064,22050
2020-07-02,20,23570,21431
2020-07-02,21,23278,20818
2020-07-02,22,22155,19613
2020-07-02,23,20401,17762
2020-07-02,24,18639,16221
2020-07-03,1,17841,15188
2020-07-03,2,17214,14406
2020-07-03,3,16749,13820
2020-07-03,4,16483,13655
2020-07-03,5,16569,13754
2020-07-03,6,17124,14252
2020-07-03,7,18176,15541
2020-07-03,8,19095,16895
2020-07-03,9,20097,18027
2020-07-03,10,21377,19102
2020-07-03,11,22130,19746
2020-07-03,12,22984,20466
2020-07-03,13,23420,20822
2020-07-03,14,23717,21161
2020-07-03,15,23997,21397
2020-07-03,16,24169,21862
2020-07-03,17,25038,22433
2020-07-03,18,24884,22522
2020-07-03,19,24678,22306
2020-07-03,20,23287,21079
2020-07-03,21,22592,20380
2020-07-03,22,21243,19105
2020-07-03,23,19980,17678
2020-07-03,24,18869,16360
2020-07-04,1,17974,15367
2020-07-04,2,17229,14483
2020-07-04,3,16756,13852
2020-07-04,4,16077,13299
2020-07-04,5,15809,12984
2020-07-04,6,15991,13018
2020-07-04,7,16663,13913
2020-07-04,8,17697,15090
2020-07-04,9,18352,16131
2020-07-04,10,19692,17137
2020-07-04,11,20366,17946
2020-07-04,12,20846,18297
2020-07-04,13,20861,18508
2020-07-04,14,21363,18774
2020-07-04,15,21511,19076
2020-07-04,16,22290,19619
2020-07-04,17,22788,20392
2020-07-04,18,22895,20701
2020-07-04,19,22802,20334
2020-07-04,20,22019,19665
2020-07-04,21,20408,18620
2020-07-04,22,19694,17641
2020-07-04,23,18052,16205
2020-07-04,24,17129,14939
2020-07-05,1,16490,14110
2020-07-05,2,16376,13418
2020-07-05,3,15527,12718
2020-07-05,4,15327,12419
2020-07-05,5,15707,12235
2020-07-05,6,15410,12154
2020-07-05,7,15453,12812
2020-07-05,8,16089,13832
2020-07-05,9,17171,14897
2020-07-05,10,18475,16116
2020-07-05,11,19781,17131
2020-07-05,12,20456,17900
2020-07-05,13,21153,18486
2020-07-05,14,21567,18976
2020-07-05,15,21768,19526
2020-07-05,16,22574,20281
2020-07-05,17,23190,21015
2020-07-05,18,23393,21163
2020-07-05,19,22972,20867
2020-07-05,20,22491,20281
2020-07-05,21,21932,19580
2020-07-05,22,21142,18754
2020-07-05,23,19754,17357
2020-07-05,24,18413,15917
2020-07-06,1,18107,15183
2020-07-06,2,17261,14497
2020-07-06,3,16898,13995
2020-07-06,4,16630,13776
2020-07-06,5,16637,13819
2020-07-06,6,17430,14575
2020-07-06,7,18617,16119
2020-07-06,8,19855,17483
2020-07-06,9,21030,18665
2020-07-06,10,22643,19650
2020-07-06,11,23482,20552
2020-07-06,12,24073,21218
2020-07-06,13,24317,21614
2020-07-06,14,23924,21981
2020-07-06,15,24181,22256
2020-07-06,16,24463,22680
2020-07-06,17,25172,23191
2020-07-06,18,25002,23173
2020-07-06,19,24691,22864
2020-07-06,20,23782,22001
2020-07-06,21,22673,21168
2020-07-06,22,21468,19790
2020-07-06,23,19713,18107
2020-07-06,24,18575,16680
2020-07-07,1,18193,15690
2020-07-07,2,17677,14904
2020-07-07,3,17245,14340
2020-07-07,4,16865,14132
2020-07-07,5,16772,14132
2020-07-07,6,17126,14831
2020-07-07,7,17993,16293
2020-07-07,8,19434,18103
2020-07-07,9,20662,19264
2020-07-07,10,22098,20345
2020-07-07,11,23053,21283
2020-07-07,12,24201,22212
2020-07-07,13,24758,22913
2020-07-07,14,25070,23290
2020-07-07,15,25002,23451
2020-07-07,16,24988,23753
2020-07-07,17,25089,24281
2020-07-07,18,25037,24100
2020-07-07,19,24978,23627
2020-07-07,20,24674,22820
2020-07-07,21,24358,22321
2020-07-07,22,22918,21130
2020-07-07,23,21398,19367
2020-07-07,24,19784,17801
2020-07-08,1,18782,16709
2020-07-08,2,18214,16070
2020-07-08,3,18284,15623
2020-07-08,4,18114,15445
2020-07-08,5,17888,15523
2020-07-08,6,18167,16164
2020-07-08,7,19524,17710
2020-07-08,8,21121,19259
2020-07-08,9,22014,20344
2020-07-08,10,22954,21377
2020-07-08,11,23621,22119
2020-07-08,12,24459,22912
2020-07-08,13,24982,23499
2020-07-08,14,24926,23383
2020-07-08,15,24311,22791
2020-07-08,16,24448,22932
2020-07-08,17,25285,23841
2020-07-08,18,25103,24050
2020-07-08,19,24650,23724
2020-07-08,20,23895,22992
2020-07-08,21,23417,22330
2020-07-08,22,22457,21162
2020-07-08,23,20540,19106
2020-07-08,24,19606,17713
2020-07-09,1,18608,16735
2020-07-09,2,17882,15889
2020-07-09,3,17601,15318
2020-07-09,4,17532,14996
2020-07-09,5,17451,15014
2020-07-09,6,18025,15652
2020-07-09,7,18712,17142
2020-07-09,8,20508,18727
2020-07-09,9,21474,20165
2020-07-09,10,22552,21177
2020-07-09,11,23527,22195
2020-07-09,12,24503,23236
2020-07-09,13,24824,23756
2020-07-09,14,25347,24079
2020-07-09,15,25944,24360
2020-07-09,16,25919,24307
2020-07-09,17,25925,24446
2020-07-09,18,25863,24353
2020-07-09,19,25411,24149
2020-07-09,20,24207,23179
2020-07-09,21,23685,22682
2020-07-09,22,22742,21663
2020-07-09,23,21702,19991
2020-07-09,24,20517,18738
2020-07-10,1,19379,17641
2020-07-10,2,18441,16552
2020-07-10,3,18424,16327
2020-07-10,4,18160,15922
2020-07-10,5,17833,15732
2020-07-10,6,18022,16362
2020-07-10,7,19526,17864
2020-07-10,8,21212,19551
2020-07-10,9,22570,20990
2020-07-10,10,23545,22072
2020-07-10,11,24568,22831
2020-07-10,12,24774,23562
2020-07-10,13,24719,23791
2020-07-10,14,24350,23719
2020-07-10,15,24920,23735
2020-07-10,16,24535,23670
2020-07-10,17,24359,23704
2020-07-10,18,23936,22972
2020-07-10,19,23153,22353
2020-07-10,20,22328,21826
2020-07-10,21,22669,21571
2020-07-10,22,21569,20117
2020-07-10,23,20456,18631
2020-07-10,24,18850,17062
2020-07-11,1,17605,16127
2020-07-11,2,16808,15330
2020-07-11,3,16627,14855
2020-07-11,4,16614,14538
2020-07-11,5,16760,14414
2020-07-11,6,16807,14390
2020-07-11,7,17194,15174
2020-07-11,8,17574,15793
2020-07-11,9,18354,16413
2020-07-11,10,19118,17160
2020-07-11,11,19793,17677
2020-07-11,12,20218,18080
2020-07-11,13,20798,18486
2020-07-11,14,21051,18624
2020-07-11,15,20728,18242
2020-07-11,16,20648,18373
2020-07-11,17,20598,18563
2020-07-11,18,20763,18607
2020-07-11,19,20243,18185
2020-07-11,20,20024,17809
2020-07-11,21,19880,17668
2020-07-11,22,18723,16758
2020-07-11,23,17656,15612
2020-07-11,24,16781,14390
2020-07-12,1,16031,13505
2020-07-12,2,16177,13012
2020-07-12,3,16142,12615
2020-07-12,4,16179,12437
2020-07-12,5,15866,12281
2020-07-12,6,15796,12330
2020-07-12,7,16140,12916
2020-07-12,8,16474,13800
2020-07-12,9,17160,14807
2020-07-12,10,17925,15837
2020-07-12,11,18318,16505
2020-07-12,12,18890,16969
2020-07-12,13,19413,17220
2020-07-12,14,19631,17395
2020-07-12,15,19758,17539
2020-07-12,16,19923,17747
2020-07-12,17,20250,18338
2020-07-12,18,20118,18235
2020-07-12,19,18975,17706
2020-07-12,20,18958,17154
2020-07-12,21,19283,17011
2020-07-12,22,18508,16130
2020-07-12,23,17534,14950
2020-07-12,24,16506,13906
2020-07-13,1,16214,13273
2020-07-13,2,16093,12834
2020-07-13,3,16038,12545
2020-07-13,4,16154,12549
2020-07-13,5,16310,12848
2020-07-13,6,16378,13603
2020-07-13,7,17143,14743
2020-07-13,8,17998,15636
2020-07-13,9,18428,16166
2020-07-13,10,18915,16684
2020-07-13,11,19254,17220
2020-07-13,12,19812,17697
2020-07-13,13,20297,18045
2020-07-13,14,20204,17941
2020-07-13,15,20007,17859
2020-07-13,16,20650,18495
2020-07-13,17,21201,19115
2020-07-13,18,20908,19073
2020-07-13,19,20664,18745
2020-07-13,20,20044,18132
2020-07-13,21,19654,17545
2020-07-13,22,18734,16585
2020-07-13,23,17261,15147
2020-07-13,24,16274,14039
2020-07-14,1,15938,13329
2020-07-14,2,15603,12866
2020-07-14,3,15709,12660
2020-07-14,4,15800,12563
2020-07-14,5,15880,12789
2020-07-14,6,16353,13524
2020-07-14,7,17112,14693
2020-07-14,8,17608,15583
2020-07-14,9,18019,16110
2020-07-14,10,18430,16687
2020-07-14,11,19313,17411
2020-07-14,12,20012,17953
2020-07-14,13,20409,18312
2020-07-14,14,20637,18533
2020-07-14,15,20808,18800
2020-07-14,16,21553,19531
2020-07-14,17,22435,20290
2020-07-14,18,22588,20528
2020-07-14,19,21887,20081
2020-07-14,20,21165,19152
2020-07-14,21,21056,18815
2020-07-14,22,19642,17751
2020-07-14,23,17986,15998
2020-07-14,24,17387,14979
2020-07-15,1,17016,14131
2020-07-15,2,16719,13347
2020-07-15,3,16734,13008
2020-07-15,4,16543,12891
2020-07-15,5,16456,13139
2020-07-15,6,16532,13722
2020-07-15,7,17462,15093
2020-07-15,8,18772,16581
2020-07-15,9,19419,17547
2020-07-15,10,19999,18197
2020-07-15,11,20780,18882
2020-07-15,12,21300,19488
2020-07-15,13,21739,20048
2020-07-15,14,21835,20173
2020-07-15,15,22146,20518
2020-07-15,16,22810,21075
2020-07-15,17,23428,21617
2020-07-15,18,23273,21439
2020-07-15,19,22824,21011
2020-07-15,20,21710,19963
2020-07-15,21,21038,19243
2020-07-15,22,20398,18232
2020-07-15,23,19501,16911
2020-07-15,24,18044,15740
2020-07-16,1,17459,14700
2020-07-16,2,17370,14072
2020-07-16,3,17289,13719
2020-07-16,4,17464,13691
2020-07-16,5,17598,13913
2020-07-16,6,17601,14793
2020-07-16,7,18410,16249
2020-07-16,8,19275,17461
2020-07-16,9,19688,18083
2020-07-16,10,20039,18305
2020-07-16,11,20437,18731
2020-07-16,12,20998,19260
2020-07-16,13,21190,19434
2020-07-16,14,20966,19335
2020-07-16,15,21283,19341
2020-07-16,16,21624,19495
2020-07-16,17,22076,19917
2020-07-16,18,21936,19845
2020-07-16,19,21297,19406
2020-07-16,20,21134,19251
2020-07-16,21,20677,18854
2020-07-16,22,19457,17768
2020-07-16,23,18346,16581
2020-07-16,24,17562,15389
2020-07-17,1,17110,14526
2020-07-17,2,16442,13892
2020-07-17,3,16220,13448
2020-07-17,4,16496,13367
2020-07-17,5,17010,13531
2020-07-17,6,16472,14234
2020-07-17,7,17363,15452
2020-07-17,8,18389,16735
2020-07-17,9,19652,17704
2020-07-17,10,20303,18346
2020-07-17,11,21179,19275
2020-07-17,12,21683,19738
2020-07-17,13,22025,20144
2020-07-17,14,22464,20519
2020-07-17,15,22744,20814
2020-07-17,16,23618,21580
2020-07-17,17,24146,22158
2020-07-17,18,24216,22400
2020-07-17,19,23932,22032
2020-07-17,20,23025,21086
2020-07-17,21,22444,20248
2020-07-17,22,21354,19153
2020-07-17,23,19977,17517
2020-07-17,24,18582,16040
2020-07-18,1,17768,14912
2020-07-18,2,17033,14164
2020-07-18,3,16368,13563
2020-07-18,4,16432,13291
2020-07-18,5,16610,13154
2020-07-18,6,16802,13375
2020-07-18,7,16990,14273
2020-07-18,8,17980,15665
2020-07-18,9,19072,16932
2020-07-18,10,20327,18009
2020-07-18,11,21210,18903
2020-07-18,12,21463,19384
2020-07-18,13,21705,19603
2020-07-18,14,22317,20134
2020-07-18,15,22879,20613
2020-07-18,16,23853,21571
2020-07-18,17,23966,21752
2020-07-18,18,24141,21828
2020-07-18,19,23821,21551
2020-07-18,20,22718,20618
2020-07-18,21,22395,19910
2020-07-18,22,21449,18963
2020-07-18,23,20521,17688
2020-07-18,24,19019,16389
2020-07-19,1,18139,15419
2020-07-19,2,17644,14674
2020-07-19,3,17198,14166
2020-07-19,4,17272,13943
2020-07-19,5,17161,13731
2020-07-19,6,16885,13726
2020-07-19,7,18062,14627
2020-07-19,8,18769,15982
2020-07-19,9,19913,17384
2020-07-19,10,21474,18938
2020-07-19,11,22728,20203
2020-07-19,12,22174,20234
2020-07-19,13,20908,18949
2020-07-19,14,20048,18017
2020-07-19,15,20225,18091
2020-07-19,16,20882,18814
2020-07-19,17,21387,19063
2020-07-19,18,21410,19002
2020-07-19,19,20866,18653
2020-07-19,20,20600,18228
2020-07-19,21,20598,18146
2020-07-19,22,19873,17451
2020-07-19,23,19386,16476
2020-07-19,24,18275,15461
2020-07-20,1,17676,14769
2020-07-20,2,17338,14205
2020-07-20,3,17002,13722
2020-07-20,4,17256,13613
2020-07-20,5,17134,13895
2020-07-20,6,17465,14533
2020-07-20,7,18800,15939
2020-07-20,8,20404,17494
2020-07-20,9,20987,18319
2020-07-20,10,21158,18872
2020-07-20,11,21828,19453
2020-07-20,12,22318,19974
2020-07-20,13,22273,19886
2020-07-20,14,22390,20011
2020-07-20,15,22536,20172
2020-07-20,16,22758,20526
2020-07-20,17,23222,20964
2020-07-20,18,23264,20923
2020-07-20,19,22907,20467
2020-07-20,20,21803,19457
2020-07-20,21,20869,18625
2020-07-20,22,19627,17412
2020-07-20,23,18353,15944
2020-07-20,24,17487,14820
2020-07-21,1,16647,13880
2020-07-21,2,16349,13429
2020-07-21,3,16518,13176
2020-07-21,4,16358,13020
2020-07-21,5,16395,13166
2020-07-21,6,16626,13769
2020-07-21,7,17321,14907
2020-07-21,8,17899,15762
2020-07-21,9,18734,16397
2020-07-21,10,19376,16988
2020-07-21,11,19713,17430
2020-07-21,12,19850,17668
2020-07-21,13,19986,17791
2020-07-21,14,20450,18329
2020-07-21,15,20813,18585
2020-07-21,16,21309,19144
2020-07-21,17,22032,19664
2020-07-21,18,22156,19877
2020-07-21,19,21680,19479
2020-07-21,20,20877,18464
2020-07-21,21,20647,18149
2020-07-21,22,19585,17101
2020-07-21,23,18266,15801
2020-07-21,24,17532,14786
2020-07-22,1,17062,14207
2020-07-22,2,16592,13751
2020-07-22,3,16335,13379
2020-07-22,4,16055,13042
2020-07-22,5,16176,13259
2020-07-22,6,16818,13902
2020-07-22,7,17761,15062
2020-07-22,8,18494,15953
2020-07-22,9,19074,16523
